WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,AantalInwoners_5,Bevolkingsdichtheid_33,GemiddeldeHuishoudensgrootte_32,GemiddeldInkomenPerInwoner_66,HuishoudensMetKinderen_31,HuishoudensTotaal_28,HuishOnderOfRondSociaalMinimum_73,MateVanStedelijkheid_104,k_0Tot15Jaar_8,k_25Tot45Jaar_10,k_65JaarOfOuder_12,cluster_id,cluster_label_short,cluster_label_long
BU17300700,Tynaarlo                                ,Buurt     ,BU17300700,6535,1896.0,2.2,25.8,980,2915,4.6,4.0,1080,1210,1740,6,Gestapelde Buurten,"Cluster van buurten met gemiddelde inwoners, huishoudens en inkomensstatistieken in Nederland."
BU17300800,Tynaarlo                                ,Buurt     ,BU17300800,310,715.0,2.6,39.4,50,115,3.4,5.0,65,70,60,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17300809,Tynaarlo                                ,Buurt     ,BU17300809,2055,497.0,3.3,38.2,445,615,0.7,5.0,750,545,60,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17300900,Tynaarlo                                ,Buurt     ,BU17300900,3865,1127.0,2.1,27.2,560,1765,6.1,5.0,500,590,1110,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU17301000,Tynaarlo                                ,Buurt     ,BU17301000,370,502.0,2.4,25.9,55,150,3.9,5.0,80,70,90,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17301200,Tynaarlo                                ,Buurt     ,BU17301200,795,886.0,2.3,24.4,130,340,3.9,5.0,115,150,165,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17301300,Tynaarlo                                ,Buurt     ,BU17301300,1550,782.0,2.3,25.9,230,655,4.6,5.0,260,305,325,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17301500,Tynaarlo                                ,Buurt     ,BU17301500,650,760.0,2.4,28.9,110,270,2.2,5.0,100,120,135,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU07370000,Tytsjerksteradiel                       ,Buurt     ,BU07370000,9640,2414.0,2.2,21.7,1355,4010,6.3,4.0,1655,2005,2355,3,Stedelijke gemeenschap,Een gemiddelde stedelijke gemeenschap met diverse leeftijdsgroepen en inkomensniveau's.
BU07370009,Tytsjerksteradiel                       ,Buurt     ,BU07370009,425,49.0,2.7,23.6,65,150,2.6,5.0,70,55,95,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU07370100,Tytsjerksteradiel                       ,Buurt     ,BU07370100,530,429.0,2.1,24.1,85,250,2.9,5.0,60,85,115,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07370101,Tytsjerksteradiel                       ,Buurt     ,BU07370101,1800,951.0,2.1,23.9,230,845,6.0,5.0,260,340,535,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07370200,Tytsjerksteradiel                       ,Buurt     ,BU07370200,580,626.0,2.5,22.7,90,235,5.2,5.0,100,140,120,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07370201,Tytsjerksteradiel                       ,Buurt     ,BU07370201,2165,1076.0,2.3,23.4,335,925,4.4,5.0,365,430,510,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07370300,Tytsjerksteradiel                       ,Buurt     ,BU07370300,670,433.0,2.4,23.5,110,275,5.1,5.0,110,150,105,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07370400,Tytsjerksteradiel                       ,Buurt     ,BU07370400,1410,436.0,2.4,23.4,210,585,2.8,5.0,260,300,325,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07370401,Tytsjerksteradiel                       ,Buurt     ,BU07370401,555,181.0,2.7,24.8,100,205,4.3,5.0,125,100,70,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU07370500,Tytsjerksteradiel                       ,Buurt     ,BU07370500,355,349.0,2.1,23.1,50,165,3.1,5.0,50,60,75,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07370501,Tytsjerksteradiel                       ,Buurt     ,BU07370501,1550,1084.0,2.4,21.4,245,635,3.8,5.0,300,325,285,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07370509,Tytsjerksteradiel                       ,Buurt     ,BU07370509,340,22.0,2.9,23.8,65,115,2.6,5.0,60,70,45,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU07370600,Tytsjerksteradiel                       ,Buurt     ,BU07370600,925,496.0,2.3,19.8,155,395,5.4,5.0,170,235,155,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07370609,Tytsjerksteradiel                       ,Buurt     ,BU07370609,455,48.0,2.6,21.3,75,165,6.0,5.0,75,70,65,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU07370700,Tytsjerksteradiel                       ,Buurt     ,BU07370700,1295,411.0,2.5,21.0,210,515,5.3,5.0,255,290,215,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07370701,Tytsjerksteradiel                       ,Buurt     ,BU07370701,550,803.0,2.3,20.9,90,235,2.6,5.0,110,135,95,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07370708,Tytsjerksteradiel                       ,Buurt     ,BU07370708,275,21.0,2.5,26.0,40,110,4.5,5.0,30,35,55,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU07370709,Tytsjerksteradiel                       ,Buurt     ,BU07370709,370,56.0,2.7,22.5,65,140,2.9,5.0,65,65,55,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU07370800,Tytsjerksteradiel                       ,Buurt     ,BU07370800,1510,1136.0,2.5,20.2,270,600,5.8,5.0,290,410,205,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07370809,Tytsjerksteradiel                       ,Buurt     ,BU07370809,725,109.0,2.4,25.3,95,255,3.5,5.0,75,100,210,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07370900,Tytsjerksteradiel                       ,Buurt     ,BU07370900,4495,1472.0,2.2,23.2,680,1980,5.3,4.0,755,960,1120,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU07370909,Tytsjerksteradiel                       ,Buurt     ,BU07370909,295,40.0,2.5,27.3,50,120,1.7,5.0,40,50,65,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08560101,Uden                                    ,Buurt     ,BU08560101,3320,4739.0,1.5,26.2,190,2120,6.7,2.0,180,790,1455,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU08560102,Uden                                    ,Buurt     ,BU08560102,2565,5154.0,2.3,23.5,425,1115,6.7,2.0,435,765,315,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU08560103,Uden                                    ,Buurt     ,BU08560103,1420,2483.0,2.3,27.6,190,615,4.1,2.0,195,200,445,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08560104,Uden                                    ,Buurt     ,BU08560104,960,11857.0,1.7,16.6,130,580,17.7,2.0,150,280,245,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU08560105,Uden                                    ,Buurt     ,BU08560105,4015,5124.0,2.3,22.1,650,1715,6.9,3.0,635,925,825,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU08560106,Uden                                    ,Buurt     ,BU08560106,2435,4456.0,2.2,21.5,385,1095,3.7,2.0,335,590,540,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU08560107,Uden                                    ,Buurt     ,BU08560107,1155,3794.0,2.4,26.5,165,485,1.5,2.0,160,210,330,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08560109,Uden                                    ,Buurt     ,BU08560109,1960,3213.0,2.3,31.0,300,830,2.7,4.0,295,350,470,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU08560110,Uden                                    ,Buurt     ,BU08560110,4190,5067.0,2.4,21.8,770,1710,4.9,3.0,855,1145,520,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU08560111,Uden                                    ,Buurt     ,BU08560111,2945,5285.0,2.4,25.0,520,1210,3.4,3.0,560,800,460,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU08560113,Uden                                    ,Buurt     ,BU08560113,3625,3637.0,2.2,28.2,535,1655,5.4,2.0,470,710,810,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU08560115,Uden                                    ,Buurt     ,BU08560115,370,148.0,2.6,28.8,55,140,5.1,4.0,75,75,60,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08560116,Uden                                    ,Buurt     ,BU08560116,4385,3437.0,2.7,27.8,880,1635,2.2,4.0,1075,1425,225,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU08560117,Uden                                    ,Buurt     ,BU08560117,645,638.0,3.0,30.8,130,215,0.9,4.0,190,220,50,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08560198,Uden                                    ,Buurt     ,BU08560198,665,83.0,2.8,26.9,105,230,3.6,5.0,115,120,135,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08560199,Uden                                    ,Buurt     ,BU08560199,415,46.0,2.5,28.9,60,165,4.9,5.0,50,65,75,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08560201,Uden                                    ,Buurt     ,BU08560201,2215,2611.0,2.2,23.2,315,965,3.6,5.0,270,345,665,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU08560299,Uden                                    ,Buurt     ,BU08560299,1195,109.0,2.9,26.1,205,415,1.2,5.0,215,265,175,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08560301,Uden                                    ,Buurt     ,BU08560301,1365,2547.0,2.5,22.8,230,555,2.7,5.0,195,280,265,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU08560399,Uden                                    ,Buurt     ,BU08560399,605,44.0,2.8,27.1,100,215,2.9,5.0,100,120,85,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU04500001,Uitgeest                                ,Buurt     ,BU04500001,3795,4594.0,2.4,27.1,635,1585,3.4,3.0,545,720,725,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU04500002,Uitgeest                                ,Buurt     ,BU04500002,2535,5878.0,2.5,29.4,455,995,2.3,3.0,455,550,275,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU04500003,Uitgeest                                ,Buurt     ,BU04500003,2195,6832.0,3.1,29.7,475,720,3.1,4.0,625,670,100,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU04500004,Uitgeest                                ,Buurt     ,BU04500004,4360,4914.0,2.1,26.3,635,2030,3.8,3.0,655,1065,1080,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU04500006,Uitgeest                                ,Buurt     ,BU04500006,390,24.0,2.7,25.5,70,140,6.3,5.0,75,70,70,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU04511500,Uithoorn                                ,Buurt     ,BU04511500,920,4086.0,1.8,29.7,130,520,4.2,3.0,125,285,120,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU04512500,Uithoorn                                ,Buurt     ,BU04512500,3335,5585.0,2.2,23.1,560,1515,7.0,2.0,560,735,690,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU04513500,Uithoorn                                ,Buurt     ,BU04513500,7215,5427.0,2.2,24.1,1150,3285,7.2,2.0,1260,1560,1840,6,Gestapelde Buurten,"Cluster van buurten met gemiddelde inwoners, huishoudens en inkomensstatistieken in Nederland."
BU04514500,Uithoorn                                ,Buurt     ,BU04514500,7295,4304.0,2.3,29.8,1280,3115,2.0,2.0,1390,2065,1085,6,Gestapelde Buurten,"Cluster van buurten met gemiddelde inwoners, huishoudens en inkomensstatistieken in Nederland."
BU04516500,Uithoorn                                ,Buurt     ,BU04516500,5840,5990.0,2.4,32.7,1065,2395,3.0,3.0,885,1105,855,6,Gestapelde Buurten,"Cluster van buurten met gemiddelde inwoners, huishoudens en inkomensstatistieken in Nederland."
BU04518500,Uithoorn                                ,Buurt     ,BU04518500,3590,2165.0,2.4,28.3,625,1485,2.3,4.0,595,865,560,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU04519000,Uithoorn                                ,Buurt     ,BU04519000,315,78.0,2.7,30.2,55,115,2.7,5.0,55,70,55,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01840000,Urk                                     ,Buurt     ,BU01840000,2030,8771.0,2.6,21.5,335,780,2.2,4.0,465,560,260,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01840003,Urk                                     ,Buurt     ,BU01840003,1075,3254.0,2.9,17.3,170,365,4.1,3.0,275,240,180,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01840006,Urk                                     ,Buurt     ,BU01840006,1660,5982.0,3.3,20.9,300,505,4.0,3.0,420,410,195,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01840007,Urk                                     ,Buurt     ,BU01840007,4660,7016.0,3.7,20.1,795,1220,5.3,3.0,1155,840,375,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01840008,Urk                                     ,Buurt     ,BU01840008,4450,6114.0,3.3,19.0,765,1360,4.0,3.0,1160,1015,535,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01840010,Urk                                     ,Buurt     ,BU01840010,5455,7056.0,3.6,19.0,995,1500,1.9,4.0,2090,1995,200,6,Gestapelde Buurten,"Cluster van buurten met gemiddelde inwoners, huishoudens en inkomensstatistieken in Nederland."
BU01840011,Urk                                     ,Buurt     ,BU01840011,410,191.0,2.4,24.1,55,170,7.6,4.0,95,150,25,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU03440111,Utrecht                                 ,Buurt     ,BU03440111,1395,3883.0,1.4,30.0,80,815,6.0,1.0,140,415,340,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03440112,Utrecht                                 ,Buurt     ,BU03440112,4280,9712.0,2.9,37.7,840,1485,1.3,1.0,1255,1140,380,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03440113,Utrecht                                 ,Buurt     ,BU03440113,1435,7419.0,1.9,32.4,145,540,4.3,1.0,275,515,215,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03440114,Utrecht                                 ,Buurt     ,BU03440114,1625,8744.0,1.9,24.0,230,865,15.1,1.0,275,625,140,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03440121,Utrecht                                 ,Buurt     ,BU03440121,2240,17299.0,1.5,24.9,160,1450,10.6,1.0,135,1100,190,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03440122,Utrecht                                 ,Buurt     ,BU03440122,1230,10411.0,1.8,26.3,145,695,15.1,1.0,160,510,135,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03440123,Utrecht                                 ,Buurt     ,BU03440123,5230,18768.0,1.7,27.3,565,3150,9.3,1.0,650,2415,340,6,Gestapelde Buurten,"Cluster van buurten met gemiddelde inwoners, huishoudens en inkomensstatistieken in Nederland."
